shap_tenure,shap_monthlycharges,shap_totalcharges,shap_seniorcitizen,shap_partner,shap_dependents,shap_phoneservice,shap_paperlessbilling,shap_gender_encoded,shap_contract_encoded,shap_internetservice_encoded,shap_paymentmethod_encoded,shap_total_value,shap_is_high_value,shap_avg_monthly_total,customerid,churn_probability,predicted_churn,actual_churn,top_churn_reason
-2.5334916,-0.6471043,-0.32306564,-0.032526232,-0.121053696,0.020562839,-0.08736968,-0.034458525,-0.104217336,-3.036765,0.21549456,-0.8403387,0.03371733,-0.0005779126,-0.5897036,2251-PYLPB,0.00030344864,0,0,internetservice_encoded
0.010334136,-1.7321867,-0.14999035,-0.0014293317,0.04962884,-0.49731582,-0.3280694,0.015492185,-0.29430783,0.53277856,0.87604934,-0.5161661,-0.06226974,0.00031178037,-0.017010309,5555-RNPGT,0.10590713,0,0,internetservice_encoded
-0.5260002,-2.2197373,0.074542716,0.03463365,0.0062531233,0.065222725,-0.46715993,0.026935183,0.2366778,0.825009,0.9947681,-0.1781717,0.012686589,0.00031178037,-0.56741655,1057-FOGLZ,0.15439457,0,0,internetservice_encoded
1.2843701,0.7153458,0.7671253,0.009130595,0.051421113,0.11654484,-0.17114592,0.007907746,-0.24470034,1.0519488,0.08751617,0.30473363,-0.2520204,0.00049516826,0.2550022,9300-RENDD,0.9813773,1,1,tenure
0.7211508,-1.8786892,0.62779456,-0.031308517,0.05894237,0.0719425,-0.33667108,0.014855962,0.28290614,1.0012565,0.76944727,0.6900854,-0.4073152,0.00031178037,0.21326125,0761-AETCS,0.85555786,1,1,contract_encoded
-0.094888724,0.7802161,-0.2954946,0.05135348,0.055591922,0.15115987,-0.21587539,-0.0040382477,-0.40408865,0.7357238,0.004385842,0.29395655,0.1701389,0.00049516826,-0.11827131,8087-LGYHQ,0.7486206,1,0,monthlycharges
0.83701795,0.5088049,-0.33430618,0.039712153,0.060484316,0.10419833,-0.1376325,-0.041167647,-0.53336626,1.0103093,0.0064571924,-0.027711533,-0.23145866,0.00031178037,-0.13216497,4137-BTIKL,0.75220233,1,0,contract_encoded
-0.23649728,0.5710173,-0.2312401,0.011859398,-0.23242986,0.08350525,-0.17292947,-0.048767507,0.2895504,0.84161896,-0.007511921,-0.78248906,0.20015617,-0.0011287709,-0.20831239,2190-BCXEC,0.5143223,1,0,contract_encoded
-0.6239862,1.3855003,-0.8161739,0.12518339,-0.1847181,0.12235046,-0.10633771,0.0019069196,-0.4460467,-1.356051,-0.049860824,-0.12149212,-0.19551748,-0.0005779126,-0.1921102,6227-FBDXH,0.077484414,0,0,monthlycharges
-0.070150904,1.7989157,-0.14342989,0.13451728,-0.14541475,0.079591885,-0.17788655,0.15060341,0.1778194,-1.30183,-0.054264102,0.39726046,0.23557638,-0.0011287709,0.09791722,2153-MREFK,0.7611511,1,1,monthlycharges
-0.60364985,-0.11251684,0.2530168,0.023904437,-0.016454712,-0.37799862,-0.1800789,-0.016025685,-0.19532718,0.72986335,0.07389863,-0.7939129,0.39958933,-0.0011287709,-0.19415732,2911-WDXMV,0.26306963,0,0,contract_encoded
-0.19082524,-0.6060186,-0.65074503,-0.17926046,-0.078248814,-0.010331125,-0.29830146,-0.0012867578,-0.23776571,0.74988794,0.071421936,0.34036478,0.3709268,0.00049516826,-0.5877223,7206-PQBBZ,0.20973805,0,0,contract_encoded
0.52961427,0.9348023,-0.09074474,0.06902241,-0.1333652,0.05992211,-0.14508837,0.018586606,0.2401485,0.94692296,0.063484825,-1.0447011,0.079415426,0.00049516826,-0.08666398,3106-ULWFW,0.8057699,1,1,contract_encoded
0.5813377,0.05619297,-0.2781408,0.06410447,0.08260761,0.10176906,-0.18226591,0.059758954,0.3602884,1.0617309,0.004483065,0.2705244,-0.13401175,0.00031178037,0.032902766,0925-VYDLG,0.88720423,1,1,contract_encoded
-0.61005634,-0.12313679,-0.45231423,-0.033412017,-0.3760515,-0.47853202,-0.11299138,0.019908426,-0.17883907,-0.8760744,0.04506956,-0.54041797,-0.12095644,-0.0005779126,-0.3981412,4547-FZJWE,0.013985914,0,0,internetservice_encoded
-0.60896397,0.72696465,-0.3874107,0.040825285,-0.22608219,0.081198364,-0.22032166,0.012511726,-0.2802681,0.7611064,-0.022638772,0.2935385,0.06485425,-0.0011287709,-0.043013267,7422-WNBTY,0.5429129,1,0,contract_encoded
-0.81038463,-0.6982514,-1.0832121,0.059221663,0.13880736,0.10796755,-0.23050976,0.10698018,0.20795801,0.6622342,-0.02682183,-0.33095953,-0.1661943,-0.0005779126,-0.664083,0842-IWYCP,0.060260743,0,0,contract_encoded
-1.0993922,-1.347501,-0.35184753,-0.01339236,0.18753906,0.024847053,-0.22232263,-0.025623012,-0.31683517,-2.5668964,1.5181001,0.11629022,-0.07192459,-0.0027525201,-0.3743811,3521-HTQTV,0.0103007,0,0,internetservice_encoded
0.5388911,-2.4253032,0.07123442,-0.035637807,0.17222139,0.14221764,-0.3813687,0.07886068,0.16075301,0.91944796,0.957059,0.21302617,-0.37103298,0.00031178037,-0.5646665,3744-ZBHON,0.3674707,0,0,internetservice_encoded
-0.33478475,-1.4745792,0.41439438,-0.005550481,-0.14979438,-0.26388037,-0.28432047,-0.06057968,-0.11138482,-2.5467901,1.1055949,-0.31541824,0.4662501,0.00031178037,-0.18534355,3373-DIUUN,0.022643633,0,0,internetservice_encoded
-0.7031293,-0.4048412,-0.9117636,0.051271,0.13046937,0.08855278,-0.1919453,-0.13438527,-0.00589308,-1.3439443,0.029722372,0.3048045,0.02467106,-0.0005779126,-0.2879811,8383-SGHJU,0.033115838,0,0,paymentmethod_encoded
-0.55828696,0.38727918,-0.28306988,-0.050850075,-0.36236265,-0.44904804,-0.15081778,0.0040663565,-0.19395205,-0.84756595,-0.033029664,-0.8786679,0.011495749,-0.0011287709,-0.7633074,7607-QKKTJ,0.014944672,0,0,monthlycharges
-0.5503239,-0.33503702,-0.046785183,0.027583301,0.17265405,0.10887999,-0.36359063,0.007943281,-0.4454718,0.66089594,0.10102323,-0.23682687,0.28796163,-0.0011287709,-0.1194814,7707-PYBBH,0.32064703,0,0,contract_encoded
-1.3664417,0.17648846,0.06296241,0.07221865,-0.0035119017,0.1263873,-0.13668773,-0.13790505,0.15277004,-3.438104,-0.04134321,0.2016565,0.40218937,-0.0011287709,-0.64908147,8984-HPEMB,0.0099653285,0,0,total_value
0.9022713,-0.18613684,0.22691134,0.023530742,0.11537708,0.11639591,-0.2629845,0.03411199,-0.22969966,0.92897534,-0.015328347,0.26933807,-0.28437227,0.00031178037,-0.2683068,4349-GFQHK,0.7943419,1,1,contract_encoded
-2.7260633,-0.18900348,0.18953562,-0.09939806,-0.14990827,-0.5604896,0.5182491,0.08325266,0.10455738,-2.6463494,0.1300169,-0.5049511,0.21238407,-0.0005779126,-0.7590782,4139-DETXS,0.0016310154,0,0,phoneservice
-0.35006028,0.10628292,-0.34019443,0.089875355,-0.2897303,-0.9145953,-0.17711347,-0.013645057,0.1172101,0.79997176,0.029297901,0.30455866,-0.2854554,-0.0011287709,-0.041418012,9779-DPNEJ,0.2718532,0,0,contract_encoded
-0.8761995,-2.4375443,-0.69383436,0.010783553,-0.077069275,-0.33590358,-0.4070794,0.08887465,-0.18500498,-0.7381312,0.9682113,0.021871768,-0.20284069,0.00049516826,-0.55706614,9805-FILKB,0.0043227463,0,0,internetservice_encoded
-0.064597405,-1.389041,-0.22728364,-0.011729359,-0.34044394,-0.35511175,-0.3562786,0.05234775,-0.02681632,-2.791334,1.1754236,-0.2077137,-0.048587084,-0.0005779126,-0.5064959,5793-YOLJN,0.0059562754,0,0,internetservice_encoded
0.9821607,-2.6562855,0.4692136,-0.025246145,0.08702456,0.09560228,-0.34834114,-0.008106313,-0.13092342,0.96071607,0.81726336,0.0050621997,-0.3719123,0.00031178037,-0.28401452,0673-IGUQO,0.39494535,0,0,tenure
-0.46555296,-0.5168886,-0.5851999,0.04358893,0.07774969,0.11729206,-0.2273309,0.16606438,0.16822767,-1.6659937,0.038092654,0.048380885,0.40797433,0.00049516826,-0.34114665,4123-FCVCB,0.059898093,0,0,total_value
-0.59918433,0.01377655,-0.47724378,0.079010926,0.10185962,0.1091413,-0.2205048,-0.033603035,-0.33706656,0.8361694,-0.03616326,0.17425516,0.1476818,-0.0011287709,-0.187724,8819-IMISP,0.38940358,0,0,contract_encoded
0.24623078,-1.0019773,0.25137588,-0.003099266,-0.268322,0.11808145,0.5718795,0.124072894,-0.1441861,0.7323062,-0.04426591,0.5262657,-0.106956996,0.00049516826,-0.42334148,7802-EFKNY,0.63632816,1,1,contract_encoded
-0.13044676,-0.5039589,0.3945997,0.0026114618,-0.14051104,-0.420737,-0.17831019,0.054643206,-0.066332586,-2.3279278,0.381237,0.3650761,0.039651144,-0.0011287709,0.30832168,8311-UEUAB,0.09601492,0,0,totalcharges
1.0804367,-0.55614036,-0.0552235,0.032829814,0.088244095,0.08731518,-0.22389323,-0.06568443,-0.44195002,0.9519752,-0.025050834,-0.100748844,-0.3302577,0.00031178037,-0.20909756,5858-EAFCZ,0.5532893,1,0,tenure
-0.25845584,-0.33740526,-0.7373705,0.10437409,0.20965819,0.1337729,1.1369963,0.045434516,-0.086770386,-0.93168384,-0.016606051,0.44767198,0.03321484,-0.0011287709,-0.3063056,8035-BUYVG,0.35808176,0,1,phoneservice
-0.580778,0.29050365,0.16486734,0.000301186,-0.19313736,-0.50670654,-0.1544574,-0.039082993,-0.37693137,0.6414889,-0.04736663,-0.62331927,0.13664974,-0.0011287709,-0.17260212,1163-ONYEY,0.18530735,0,0,contract_encoded
0.99844915,0.19971442,0.33350778,0.0067072567,0.051464595,0.11019327,-0.21553166,0.08014751,-0.27739954,1.0075765,0.19375513,0.23621082,-0.4151453,0.00049516826,-0.23641537,9787-XVQIU,0.88641495,1,1,contract_encoded
-0.57980835,0.8547487,0.5516886,0.047958188,0.17427672,0.10599635,-0.16662416,0.19682872,-0.0030642422,-1.0920262,-0.12033734,0.36567408,0.2237965,-0.0011287709,0.12319298,8945-MUQUF,0.65972644,1,1,monthlycharges
-0.28170836,-0.160489,-1.1653937,-0.014692481,-0.05204723,-0.51101196,0.4843425,0.073127724,-0.087632455,-2.829248,0.020914018,-0.6275686,0.14678471,-0.0005779126,-0.017259812,5656-MJEFC,0.006422158,0,0,phoneservice
-0.3874134,-1.6834083,-0.16161111,0.055663474,-0.11920418,-0.29138136,-0.34924185,-0.34772402,-0.30497652,-1.5430073,0.9185188,-0.3395058,-0.1552528,0.00031178037,-0.41503266,6082-OQFBA,0.005809928,0,0,internetservice_encoded
0.903974,0.0019013206,0.17720817,-0.30119514,0.12502806,0.07383267,-0.22106788,-0.013831409,0.13002741,1.0698408,0.12624489,0.35432887,-0.29507443,0.00049516826,-0.23128298,8051-HJRLT,0.8677641,1,1,contract_encoded
0.9103455,-1.2757398,0.85189074,-0.043064423,0.122894615,0.08029425,-0.32541147,-0.075033434,0.14831625,1.0326401,0.81336933,0.011866615,-0.30004057,0.00031178037,-0.27801266,8974-OVACP,0.83963704,1,0,contract_encoded
-1.0593287,0.13437179,-0.25514448,0.07633569,0.17471664,0.13216169,-0.11487487,-0.13805398,0.14969023,0.5507212,-0.026050111,-1.1820072,-0.2115777,-0.0011287709,0.1110053,4010-YLMVT,0.15732604,0,0,contract_encoded
-0.26110202,0.34434658,-0.044512752,0.025015792,-0.10225884,-0.6308284,-0.16247128,0.0023411568,-0.32818818,0.8439369,0.07318241,0.33998895,0.052033402,-0.0011287709,-0.105917946,1379-FRVEB,0.5063347,1,0,contract_encoded
-0.37228492,-1.3486413,-0.30919027,0.020996043,-0.10373054,-0.23956072,-0.235542,-0.136457,-0.08705781,-3.1571052,0.9618219,0.372344,-0.18939401,0.00049516826,-0.77077013,8612-GXIDD,0.0036361974,0,0,internetservice_encoded
-0.69565946,-0.6796516,-1.2634343,-0.0023119673,-0.18319508,-0.4111582,-0.113096446,0.088448614,0.09538905,-2.918775,0.077492766,-0.13436462,-0.1940761,-0.0005779126,-0.1711723,6288-CHQJB,0.0014638214,0,0,gender_encoded
0.21495092,-0.22378267,-0.40627342,0.06519069,0.18194617,0.09754734,-0.3230943,0.02194628,0.37771916,0.9509968,-0.061556894,0.3682257,-0.18777405,0.00049516826,-0.06582842,8160-HOWOX,0.72940624,1,0,contract_encoded
-0.49586877,0.38833934,0.14059474,0.033857986,-0.23549886,-0.6714156,-0.12392041,0.05842883,0.23952182,0.78675437,0.024544189,-0.56906796,0.47115767,-0.0005779126,-0.08257462,3023-GFLBR,0.48629802,0,1,contract_encoded
-0.04171575,-1.9313154,0.1067366,0.032385282,-0.49471962,-0.56283784,-0.41121003,-0.089967705,-0.145027,0.71568984,0.8714001,0.25687662,-0.1463851,0.00031178037,-0.6258461,6648-INWPS,0.07693616,0,0,internetservice_encoded
-0.35046518,-0.24304613,-0.39689097,0.029793365,0.06961153,-0.43879232,-0.18226445,-0.19179036,0.11379704,-1.4685062,0.20466167,-0.18034051,-0.17553927,-0.0005779126,-0.34297642,4223-BKEOR,0.027320335,0,0,internetservice_encoded
-0.8230283,-0.36055392,-1.0647662,0.08015139,-0.12727384,0.018411798,-0.24801378,-0.16689214,-0.18433899,-3.599471,0.022749867,0.23914324,0.41604233,-0.0005779126,-0.19814162,4079-VTGLK,0.0024343103,0,0,total_value
0.6408191,-0.50464123,-0.24674071,0.031167815,0.06369546,0.045148995,-0.09821988,-0.051707465,-0.43224236,0.7733958,0.056951545,-0.15530556,-0.2679767,0.00049516826,-0.60428566,1763-WQFUK,0.31679457,0,0,contract_encoded
-0.2784795,0.3335213,-0.3093713,0.058130447,0.004598449,0.13680813,-0.23541476,-0.02947214,-0.6662493,0.90135074,0.0053654443,0.29836214,0.6773362,0.00031178037,-0.18576434,1391-UBDAR,0.66639775,1,0,contract_encoded
-1.0763899,-0.2830291,-0.8564481,0.040201217,0.29408568,0.2027945,-0.09314799,-0.12764342,0.07190869,-0.50556266,-0.0853172,-0.63240004,-0.028764905,-0.0011287709,-0.5882489,8894-JVDCV,0.024406742,0,0,partner
-0.42987722,-3.2287571,0.1324039,0.042849217,0.094573006,0.059948273,-0.46022254,0.023519441,-0.31905574,0.869636,0.9037216,0.5665835,-0.08274975,0.00031178037,0.43445534,2023-VQFDL,0.19595724,0,0,internetservice_encoded
0.12970166,-2.4581354,-0.34964976,-0.0020788594,-0.07614721,-0.7766921,-0.3696913,-0.0072092824,-0.28052333,0.69940615,0.87866926,-0.25268382,-0.43235603,0.00031178037,-0.660552,1345-GKDZZ,0.01840191,0,0,internetservice_encoded
-0.95782435,1.2380093,-0.14321713,0.0693188,0.14119083,0.076039515,-0.17005323,0.01378668,0.17583416,-1.4692314,-0.102791734,0.3112161,0.04038822,-0.0011287709,-0.12458855,2014-MKGMH,0.28452045,0,0,monthlycharges
-0.20532998,0.7836411,0.09079842,0.13939895,0.11302904,0.1143919,-0.18322371,-0.0103487605,-0.3439845,0.9454642,-0.010476802,0.52221316,-0.02247809,-0.0011287709,-0.09308408,5628-FCGYG,0.8605405,1,0,contract_encoded
-1.2877153,-1.8052796,-0.79947865,0.021373767,0.065967284,0.018672276,-0.21560277,-0.08694331,-0.19207945,-2.6771708,1.1603441,-0.22967598,0.24095479,-0.0011287709,-1.1241664,2560-WBWXF,0.0009760444,0,0,internetservice_encoded
1.0580767,-1.2081971,0.21603143,-0.005654163,0.14586538,0.12569773,-0.24501452,0.09229014,0.28034386,0.91796315,0.0060989284,0.22964522,-0.38757506,0.00049516826,-0.5503959,0248-IPDFW,0.65849066,1,0,tenure
-0.63052267,0.44823912,-0.6231825,0.11565887,-0.42588952,0.09284535,-0.25075087,-0.0080850255,0.23540065,0.83171844,0.013123356,0.31893045,-0.23571122,-0.0011287709,-0.10209092,7978-DKUQH,0.44015288,0,0,contract_encoded
-0.6470876,-1.2735363,-1.1480417,0.011917396,0.15831123,-0.24385116,-0.27917662,-0.083581656,0.15159616,-3.2847254,0.8520381,-0.28445193,0.16698366,0.00031178037,-0.63253206,4335-UPJSI,0.001421072,0,0,internetservice_encoded
-0.60959256,0.8170358,-0.30035365,0.12719963,-0.37934813,0.12067683,-0.20698357,-0.03855966,0.1516604,0.9082714,-0.028517835,0.34249693,0.26633266,-0.0011287709,-0.02126541,0524-IAVZO,0.7556226,1,1,contract_encoded
0.695923,0.121062584,-0.23441239,0.041285522,0.17581324,0.11044225,-0.14725201,-0.00967898,0.2759505,1.0841743,0.0025287364,0.25452664,-0.071055666,0.00031178037,0.37155628,2737-YNGYW,0.93413895,1,1,contract_encoded
-0.47994557,0.7975207,0.16883087,0.09220758,-0.18578273,0.10730676,-0.12903388,-0.03717436,-0.29315567,-0.98346967,-0.045202453,-0.34948263,0.38498056,-0.0011287709,-0.46268252,1784-EZDKJ,0.19227296,0,0,monthlycharges
-1.0452727,-0.1478345,0.2277578,-0.013423784,-0.2483481,-0.51630664,-0.17855084,0.006268309,-0.1233169,-2.9153528,0.38947594,0.38026437,-0.42905343,-0.0011287709,-0.30142626,9297-FVVDH,0.007136671,0,0,internetservice_encoded
0.1699541,-1.3981698,-0.1346602,0.010870542,0.19715989,0.026978608,-0.17713957,0.08540631,0.18881541,-3.4151063,1.0420614,0.33825585,0.4648255,0.00031178037,-0.5711299,8007-YYPWD,0.039518576,0,0,internetservice_encoded
-2.6065853,-0.7727549,-0.2224638,0.025359882,-0.10491147,-0.3854736,-0.07917747,0.0037708883,0.053355794,-2.9589288,0.15902291,-0.27480206,0.11155638,-0.0011287709,-0.55131423,7101-HRBLJ,0.00048855355,0,0,internetservice_encoded
0.7124326,0.3463947,-0.02047603,0.033311922,0.11521134,0.09631454,-0.17927472,-0.017385215,0.2913704,1.058656,0.006110573,0.27475977,-0.30345273,0.00049516826,0.0083244555,5159-YFPKQ,0.9171087,1,1,contract_encoded
-0.30945435,1.2427349,-0.070737496,-0.011808157,-0.23401953,0.07527186,-0.1365158,-0.034246907,-0.648374,0.73681474,-0.013319583,-1.1481818,0.6184475,-0.0005779126,-0.43663988,6635-CPNUN,0.40378883,0,0,monthlycharges
-0.6036586,1.5887331,-0.18424012,-0.2644154,-0.10660961,0.08183533,-0.19728538,0.0046205567,-0.38149017,0.873591,-0.021626405,0.1496031,0.57116115,-0.0011287709,-0.11769761,4021-RQSNY,0.7977509,1,1,monthlycharges
-1.1362826,1.2423671,0.19320832,0.0131047545,-0.2239843,-0.34727424,-0.06575392,0.030879151,-0.07017531,-2.5318289,-0.019037303,-0.40320325,0.13579042,-0.0011287709,-0.5321609,5453-YBTWV,0.023326168,0,0,monthlycharges
-0.42759532,-2.3423805,-0.31750563,0.017066212,0.09471904,0.053209014,-0.44610867,-0.096372925,0.22095081,-1.8951768,1.0718616,-0.37677777,-0.30557114,0.00031178037,-0.82996124,5039-LZRQT,0.0036900158,0,0,internetservice_encoded
-1.257632,0.62414795,0.33815807,-0.5367948,-0.31902653,0.07732741,-0.15384442,-0.037653618,-0.05675563,-0.8030819,-0.11614143,-0.040114716,0.182698,-0.0011287709,-0.37548944,2931-VUVJN,0.076249674,0,0,monthlycharges
0.16249698,0.63735175,-0.06360341,-0.21114162,-0.20395267,0.14795499,-0.19727387,-0.013153502,-0.13459623,0.7757143,0.07236919,0.26621887,0.49055701,-0.0011287709,0.12199371,9061-TIHDA,0.8618463,1,1,contract_encoded
0.2698638,0.9022403,-0.45828015,-0.2767753,-0.104031056,0.05636769,-0.20958114,-0.016507138,-0.19995633,0.86030006,0.15149437,0.10078632,-0.12790036,0.00049516826,-0.13460042,8699-ASUFO,0.68886524,1,1,monthlycharges
-0.8181598,-0.74346036,0.16635656,-0.03842142,-0.17203642,0.063889064,-0.0962579,-0.23549427,0.014354154,-3.47931,0.514504,0.013900469,0.09037564,-0.0005779126,-0.4237306,6418-PIQSP,0.0056909746,0,0,internetservice_encoded
0.09677356,-0.10813107,-0.62594074,0.045978807,0.1259766,0.0765816,-0.18813504,0.09894956,0.082603365,-1.5094965,0.22775614,0.3329347,0.037998974,-0.0011287709,-0.34119436,8220-OCUFY,0.15874852,0,0,paymentmethod_encoded
0.39255348,-0.8225818,-0.32458088,0.041677665,0.16800569,0.13114947,-0.18218184,0.0002953246,0.18090895,0.9345666,0.048822958,0.1775121,-0.63123924,0.00031178037,-0.59889203,3995-WFCSM,0.37689033,0,0,contract_encoded
0.8441142,-0.6479179,-0.13451718,-0.0006357781,0.1016677,-0.05230797,-0.12517044,-0.0502662,0.21660088,0.8402655,-0.015644368,-1.4261218,-0.6806889,0.00031178037,-0.30141625,1895-QTKDO,0.189875,0,0,tenure
0.29821593,0.6204005,-0.45554423,0.06291444,0.08746445,0.08301336,-0.21782224,-0.046450805,-0.5172499,0.98426586,0.010081644,0.3290064,-0.51953113,0.00031178037,-0.28437823,2038-OEQZH,0.6024302,1,0,contract_encoded
-0.25432187,-2.6965404,-0.57998395,0.032373965,0.11837298,0.025676895,-0.274778,0.108892485,0.1830191,-1.4752383,1.0270663,-0.41896653,-0.19743443,0.00031178037,-0.45405164,1178-PZGAB,0.007579511,0,0,internetservice_encoded
-0.67694044,0.89452565,-0.5777343,0.1275215,0.14530797,0.13540825,-0.18404865,0.05843221,0.2634134,0.9930011,-0.034834523,0.30696848,0.20785809,-0.0005779126,0.130638,7927-AUXBZ,0.85443825,1,1,contract_encoded
-1.0577047,-1.6505947,-0.25533676,0.009372994,0.015293287,-0.18631354,-0.20487921,-0.019774832,-0.052910894,-2.0464003,0.94499975,-0.92395985,0.2653349,-0.0011287709,-0.51146173,2626-VEEWG,0.0033529368,0,0,internetservice_encoded
-1.8891214,1.7274128,0.44002494,-0.002350809,-0.11197199,0.0062941234,-0.0829207,0.024493204,-0.0067042597,-2.681374,-0.023859134,-0.7066574,0.7988949,-0.0011287709,-0.40954998,2878-RMWXY,0.050325174,0,0,monthlycharges
-0.055719245,-1.7544771,0.34000602,-0.009512771,-0.35186407,0.04536252,-0.31497356,0.15250349,0.0431076,-1.8734909,0.98225963,-0.39992416,0.05230795,-0.0005779126,-0.21381024,1657-DYMBM,0.032993387,0,0,internetservice_encoded
0.2970569,-2.8154945,-0.11427216,0.016610112,-0.040058177,0.07057044,-0.3635969,-0.17548908,0.11085668,-2.0309317,0.9392014,0.16316529,0.021692026,0.00031178037,-1.0432262,7311-MQJCH,0.006808847,0,0,internetservice_encoded
-1.9205129,0.9051813,-0.66618836,-0.12271336,-0.14081378,0.03782157,-0.07527651,0.02662623,-0.18389232,-1.3504755,-0.023232853,-0.5014963,0.027130077,-0.0011287709,0.09349815,7375-WMVMT,0.01955895,0,0,monthlycharges
-0.5719162,0.74150026,0.2006448,0.008660605,-0.16851749,-0.3470343,-0.14897807,-0.09715167,0.109592535,-1.1977946,0.13912784,-0.68465906,0.075145274,-0.0011287709,0.011467998,1136-XGEQU,0.12453844,0,0,monthlycharges
-0.66066957,1.4800436,0.060687836,0.01043871,-0.11693257,-0.51949435,-0.13503036,-0.042813975,0.047119685,-2.8448224,-0.025836436,0.26921535,0.41871417,-0.0011287709,-0.22968066,2530-FMFXO,0.090356745,0,0,monthlycharges
0.75211656,-0.9347852,-0.02679773,0.02108472,0.10031262,0.07763987,-0.1916053,-0.050773874,-0.21591116,0.7340429,0.008282255,-0.8800762,-0.057232644,0.00049516826,-0.2465956,6844-DZKRF,0.283148,0,0,tenure
0.9118123,1.0357676,-0.115685694,-0.28814974,0.16542427,0.10142358,-0.14328222,-0.013552724,0.21033466,1.0171537,0.0041587143,0.31517547,-0.3093023,0.00049516826,0.37016267,4695-WJZUE,0.962415,1,1,monthlycharges
-0.60103446,0.10829182,-0.24739803,0.02054196,-0.16902073,-0.41482353,-0.2623561,0.03293625,-0.12242529,0.6827982,-0.014504865,0.29420632,0.16862576,-0.0005779126,-0.66883,7619-ODSGN,0.22922961,0,1,contract_encoded
-0.6647394,-2.1534324,-0.5484526,-0.021566074,-0.07508549,-0.31100574,-0.3115038,-0.14711696,-0.108220525,-1.9846562,0.9248441,-0.6612535,-0.10959101,0.00031178037,-0.85082674,5970-GHJAW,0.00087414565,0,0,internetservice_encoded
-1.035493,0.26119417,0.13106826,0.057409994,-0.098882616,0.116180725,-0.14830396,-0.08904222,-0.1719166,-3.0964475,-0.03012271,0.14087477,0.49853995,-0.0011287709,-0.76692474,8879-XUAHX,0.01403467,0,0,total_value
-0.8795344,-0.45348862,-0.8448292,0.04953885,0.0478909,0.16473079,0.49462602,-0.03434421,0.14043711,0.81102294,-0.029642023,0.22387059,0.11518927,0.00049516826,-0.68665403,3689-MOZGR,0.28909427,0,0,contract_encoded
-1.1540407,-1.3666887,-0.7920806,0.030640718,-0.1946517,-0.34768865,-0.19186695,0.11584383,-0.1612939,-2.4308674,1.0561526,-0.3493418,-0.054471433,-0.0005779126,-1.618733,4195-PNGZS,0.0005646376,0,0,internetservice_encoded
-2.3190362,-0.8054124,-0.29043594,-0.013882285,-0.11502659,0.021067783,-0.08895315,-0.03792197,-0.2310982,-2.9541018,0.16455027,-0.8285505,0.21443932,-0.0005779126,-0.7104695,5003-XZWWO,0.0003305218,0,0,total_value
1.152407,0.8167667,0.25961876,-0.076766744,0.18347889,0.11811628,-0.1543045,-0.0030041754,0.14870003,1.090625,0.019967569,0.22101443,-0.16118845,0.00049516826,0.6960579,3988-RQIXO,0.9865188,1,1,tenure
-0.69527346,0.02604257,0.9548417,0.4754455,-0.14599527,0.0029491996,-0.0925765,-0.052480236,-0.04705958,-2.5557718,0.4344685,-0.10083636,0.10330428,-0.0011287709,-0.49295712,7622-FWGEW,0.09920194,0,0,totalcharges
-0.29665473,-1.4096119,-0.2740496,0.03653612,0.094077714,-0.39453274,-0.37398177,-0.10748209,-0.124164164,-0.8039285,1.3667,-0.15811634,0.0055791247,-0.0011287709,-0.58309853,6922-NCEDI,0.045522697,0,0,internetservice_encoded
1.0687894,0.85751086,0.7863556,0.009546125,0.05173316,0.117305376,-0.20000252,0.0069545843,-0.24333692,1.048581,0.1004444,0.33643267,-0.24263997,0.00049516826,0.28345022,2514-GINMM,0.98133975,1,1,tenure
-0.6908978,-1.264462,0.41198394,0.05441673,-0.26143757,0.03549617,-0.42101336,-0.120438255,0.16254129,-1.5746688,1.2652612,-0.11733956,-0.20532833,0.00031178037,-0.8035639,9891-NQDBD,0.027970497,0,0,internetservice_encoded
-0.58275807,-2.2530324,-0.3194744,0.02560574,-0.28595275,-0.64906424,-0.40923783,-0.023223914,0.25681084,0.7373546,0.83182895,-0.15937796,-0.37269962,0.00031178037,-0.6124771,6131-IUNXN,0.021155274,0,0,internetservice_encoded
-1.5834737,-0.3889098,-0.18338484,0.046531297,-0.41241264,0.13806604,-0.40328863,0.18569648,-0.26491827,0.6113167,0.025418721,0.48195353,0.09785532,-0.0005779126,-1.1123775,8548-AWOFC,0.058326535,0,0,contract_encoded
-0.03518711,-0.088354245,0.05876571,0.010950427,-0.254257,-0.28674403,-0.15659802,0.14303859,0.16645434,-1.1817669,-0.06673808,-0.10566892,-0.17026481,-0.0011287709,-0.46893224,9798-DRYDS,0.07903529,0,0,gender_encoded
-0.6058323,-1.3633493,-0.36047143,-0.020386778,-0.05432544,-0.34215522,-0.39965335,0.095979184,-0.05980132,-2.840293,1.2322719,-0.25983694,0.12931438,-0.0005779126,-1.1105318,8532-UEFWH,0.0025256048,0,0,internetservice_encoded
-0.5158611,-0.30965725,-0.13285205,0.04079407,0.13859813,0.08485726,-0.18424807,-0.25030455,0.0077026174,-1.4993898,0.029437225,0.1934218,0.110136844,-0.0005779126,-0.38094223,6296-DDOOR,0.06368628,0,0,paymentmethod_encoded
-0.4354475,0.3494249,-0.2511299,0.07544483,0.15012708,0.07486966,-0.12765642,0.037100624,0.29374275,-1.6818519,0.19335191,-0.24023262,-0.1787315,-0.0005779126,0.104520045,7951-VRDVK,0.16028067,0,0,monthlycharges
